#SampleID	d__Bacteria;p__Firmicutes	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Planctomycetota	d__Bacteria;p__Armatimonadota	d__Bacteria;p__Gemmatimonadota	d__Bacteria;p__Acidobacteriota	d__Bacteria;p__Proteobacteria	d__Bacteria;p__Myxococcota	d__Bacteria;p__Bdellovibrionota	d__Bacteria;p__Chloroflexi	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Verrucomicrobiota	d__Bacteria;p__Patescibacteria	d__Bacteria;p__Desulfobacterota	d__Bacteria;p__Spirochaetota	d__Bacteria;p__WS4	d__Bacteria;p__Cyanobacteria	d__Bacteria;p__Fibrobacterota	d__Bacteria;p__Hydrogenedentes	d__Bacteria;p__Methylomirabilota	d__Bacteria;p__Elusimicrobiota	d__Bacteria;p__Latescibacterota	d__Bacteria;p__Nitrospirota	d__Bacteria;p__FCPU426	d__Bacteria;p__SAR324_clade(Marine_group_B)	d__Bacteria;p__Abditibacteriota	d__Bacteria;p__Sumerlaeota	d__Bacteria;p__Zixibacteria	d__Bacteria;p__Margulisbacteria	d__Bacteria;p__Entotheonellaeota	d__Bacteria;p__Cloacimonadota	d__Bacteria;p__Deferrisomatota	d__Bacteria;p__LCP-89	d__Bacteria;p__WPS-2	d__Bacteria;p__Campylobacterota	d__Bacteria;p__MBNT15	d__Bacteria;p__GAL15	d__Bacteria;p__WOR-1	d__Bacteria;p__WS2	d__Bacteria;p__Deinococcota	d__Bacteria;p__NB1-j	d__Bacteria;p__Dependentiae	d__Bacteria;p__CK-2C2-2	d__Bacteria;p__TX1A-33	d__Bacteria;p__WS1	d__Bacteria;p__Modulibacteria	d__Bacteria;p__DTB120	d__Bacteria;p__Sva0485
SRR9612557	0.0	2295.0	62.0	15.0	33.0	1163.0	5707.0	1777.0	49.0	2123.0	679.0	93.0	5.0	13.0	31.0	0.0	0.0	1203.0	0.0	0.0	108.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612558	1044.0	3883.0	940.0	70.0	2695.0	3121.0	3877.0	2526.0	79.0	3086.0	786.0	286.0	59.0	109.0	98.0	19.0	167.0	46.0	21.0	177.0	32.0	111.0	51.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612559	202.0	2630.0	578.0	57.0	2404.0	2668.0	2926.0	1691.0	58.0	2050.0	356.0	307.0	40.0	80.0	19.0	0.0	23.0	43.0	6.0	194.0	5.0	142.0	50.0	0.0	0.0	0.0	6.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612560	388.0	2640.0	3310.0	307.0	5926.0	12515.0	6365.0	1876.0	90.0	3546.0	672.0	1295.0	39.0	212.0	0.0	17.0	94.0	108.0	27.0	480.0	14.0	224.0	47.0	0.0	0.0	2.0	35.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612561	189.0	1740.0	2950.0	188.0	4414.0	8328.0	9943.0	2161.0	94.0	2944.0	695.0	758.0	8.0	429.0	19.0	0.0	125.0	34.0	71.0	704.0	69.0	405.0	173.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	19.0	3.0	17.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
SRR9612562	285.0	511.0	30.0	0.0	12.0	238.0	6269.0	1161.0	23.0	980.0	220.0	87.0	0.0	47.0	5.0	0.0	0.0	841.0	0.0	4.0	6.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612563	4304.0	796.0	18.0	7.0	9.0	278.0	3841.0	2888.0	0.0	375.0	675.0	71.0	0.0	203.0	44.0	0.0	0.0	170.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	113.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612564	5.0	10029.0	25.0	2.0	9.0	213.0	20442.0	801.0	52.0	1046.0	833.0	53.0	0.0	14.0	0.0	0.0	6.0	667.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612565	859.0	3749.0	12.0	0.0	4.0	4056.0	26270.0	2328.0	0.0	697.0	1736.0	37.0	0.0	428.0	25.0	0.0	0.0	26.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	205.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612566	250.0	1766.0	2393.0	173.0	4285.0	8257.0	4598.0	2164.0	71.0	2330.0	486.0	1045.0	24.0	255.0	8.0	0.0	36.0	97.0	18.0	367.0	22.0	170.0	114.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	15.0	0.0	0.0	0.0	6.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612567	164.0	2265.0	3372.0	204.0	4821.0	10299.0	4565.0	1710.0	35.0	2527.0	339.0	736.0	12.0	173.0	0.0	0.0	48.0	36.0	31.0	501.0	24.0	267.0	60.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	14.0	0.0	0.0	11.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612568	169.0	1565.0	1495.0	181.0	4071.0	6672.0	5160.0	2513.0	89.0	2153.0	498.0	869.0	45.0	418.0	15.0	18.0	28.0	61.0	32.0	243.0	33.0	125.0	209.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612569	63.0	1803.0	1944.0	186.0	4926.0	6745.0	4332.0	1061.0	8.0	2214.0	384.0	551.0	11.0	47.0	0.0	0.0	17.0	97.0	12.0	328.0	9.0	87.0	35.0	0.0	0.0	7.0	8.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612570	103.0	457.0	13.0	0.0	24.0	164.0	4437.0	2041.0	0.0	1827.0	774.0	157.0	0.0	0.0	21.0	0.0	3.0	789.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612571	0.0	783.0	42.0	26.0	15.0	286.0	13745.0	513.0	337.0	1364.0	469.0	78.0	79.0	0.0	15.0	0.0	0.0	651.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612572	3899.0	219.0	21.0	0.0	24.0	484.0	9916.0	5078.0	3.0	1403.0	4165.0	210.0	3.0	99.0	162.0	0.0	11.0	356.0	0.0	0.0	9.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	241.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612575	3152.0	1579.0	245.0	9.0	8.0	905.0	10141.0	7072.0	26.0	1781.0	553.0	507.0	138.0	1195.0	16.0	0.0	8.0	73.0	46.0	3.0	23.0	2.0	8.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	4.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	334.0	0.0	0.0
SRR9612576	1371.0	4124.0	43.0	13.0	27.0	494.0	9191.0	7323.0	0.0	2389.0	994.0	114.0	17.0	1762.0	49.0	0.0	7.0	214.0	6.0	0.0	59.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612578	59.0	968.0	839.0	137.0	3538.0	3759.0	4397.0	1474.0	21.0	1371.0	784.0	525.0	23.0	282.0	7.0	0.0	77.0	54.0	8.0	323.0	29.0	346.0	154.0	0.0	0.0	0.0	5.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612579	422.0	898.0	1203.0	182.0	2129.0	5311.0	4797.0	2181.0	36.0	1354.0	593.0	519.0	28.0	428.0	2.0	18.0	10.0	14.0	29.0	434.0	27.0	365.0	99.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	6.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612580	215.0	1119.0	1586.0	220.0	3479.0	6068.0	5254.0	2516.0	30.0	2137.0	505.0	807.0	60.0	490.0	35.0	0.0	103.0	45.0	30.0	391.0	6.0	235.0	212.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	4.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612581	71.0	1292.0	1035.0	209.0	3000.0	5148.0	5527.0	2492.0	67.0	1847.0	622.0	541.0	70.0	597.0	9.0	0.0	44.0	28.0	25.0	428.0	50.0	272.0	402.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	6.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612582	3023.0	2149.0	60.0	12.0	68.0	251.0	8994.0	2513.0	7.0	1899.0	2067.0	116.0	8.0	410.0	8.0	0.0	8.0	218.0	3.0	7.0	54.0	4.0	5.0	4.0	0.0	0.0	102.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612583	1004.0	1249.0	67.0	12.0	4.0	605.0	12923.0	2148.0	17.0	1048.0	1457.0	342.0	6.0	784.0	20.0	0.0	7.0	142.0	4.0	0.0	74.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
SRR9612584	145.0	2113.0	3.0	0.0	6.0	224.0	5877.0	12407.0	25.0	1753.0	785.0	92.0	36.0	1906.0	33.0	0.0	3.0	61.0	0.0	0.0	19.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612585	95.0	1988.0	39.0	0.0	13.0	211.0	5342.0	7032.0	54.0	1080.0	806.0	37.0	8.0	1042.0	44.0	0.0	0.0	92.0	0.0	10.0	126.0	3.0	19.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612586	548.0	3369.0	309.0	18.0	16.0	579.0	12182.0	2096.0	81.0	1454.0	940.0	352.0	18.0	131.0	7.0	0.0	322.0	293.0	0.0	0.0	364.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612587	797.0	1361.0	40.0	0.0	25.0	276.0	6123.0	6828.0	16.0	2659.0	699.0	384.0	29.0	459.0	60.0	0.0	0.0	109.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612588	55.0	1364.0	1549.0	130.0	2625.0	4308.0	5595.0	1394.0	80.0	1680.0	1483.0	1875.0	17.0	220.0	17.0	11.0	1123.0	0.0	5.0	298.0	32.0	91.0	87.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	12.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612589	63.0	1147.0	1331.0	126.0	1787.0	2348.0	4010.0	532.0	17.0	994.0	640.0	464.0	17.0	110.0	0.0	0.0	458.0	136.0	13.0	144.0	27.0	81.0	30.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612590	101.0	951.0	1408.0	134.0	2895.0	4781.0	4992.0	1109.0	61.0	1289.0	531.0	1279.0	15.0	161.0	7.0	0.0	611.0	52.0	8.0	294.0	11.0	132.0	78.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	9.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612591	58.0	885.0	866.0	90.0	2355.0	3048.0	3166.0	721.0	34.0	823.0	384.0	480.0	17.0	185.0	0.0	9.0	31.0	27.0	6.0	128.0	18.0	45.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612594	71.0	1793.0	2519.0	187.0	3208.0	4291.0	4195.0	511.0	35.0	1505.0	416.0	556.0	7.0	57.0	0.0	0.0	27.0	88.0	12.0	414.0	2.0	186.0	40.0	0.0	2.0	0.0	13.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612596	316.0	996.0	1830.0	106.0	1791.0	3575.0	5452.0	985.0	26.0	1496.0	380.0	735.0	16.0	262.0	2.0	5.0	84.0	0.0	14.0	294.0	21.0	143.0	46.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612597	63.0	1967.0	3246.0	305.0	3285.0	5472.0	4557.0	1199.0	34.0	1719.0	997.0	610.0	12.0	49.0	0.0	0.0	22.0	129.0	8.0	394.0	33.0	203.0	46.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612599	12.0	4648.0	21.0	3.0	18.0	111.0	13782.0	1184.0	46.0	1218.0	423.0	95.0	0.0	7.0	9.0	0.0	31.0	389.0	0.0	2.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612600	306.0	3550.0	6897.0	496.0	11868.0	16217.0	10384.0	2656.0	163.0	4767.0	854.0	2001.0	83.0	293.0	11.0	71.0	217.0	153.0	109.0	908.0	77.0	237.0	244.0	0.0	0.0	0.0	10.0	3.0	0.0	9.0	7.0	0.0	0.0	0.0	0.0	14.0	4.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612601	213.0	2579.0	5783.0	579.0	6898.0	12115.0	10896.0	2165.0	224.0	3188.0	1699.0	1761.0	82.0	166.0	0.0	0.0	245.0	27.0	58.0	857.0	101.0	391.0	149.0	0.0	0.0	18.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612602	152.0	3137.0	4592.0	478.0	9380.0	11520.0	11047.0	2785.0	200.0	3799.0	1254.0	1892.0	33.0	212.0	2.0	51.0	855.0	130.0	52.0	606.0	75.0	229.0	193.0	0.0	0.0	4.0	43.0	4.0	8.0	6.0	0.0	16.0	0.0	0.0	0.0	7.0	4.0	0.0	15.0	16.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612603	221.0	2459.0	5705.0	500.0	8721.0	9453.0	11590.0	2345.0	154.0	3675.0	1440.0	2057.0	39.0	450.0	0.0	67.0	733.0	71.0	64.0	832.0	58.0	274.0	190.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612604	209.0	3435.0	5559.0	694.0	8859.0	14214.0	10305.0	2697.0	223.0	4130.0	950.0	2179.0	61.0	641.0	4.0	31.0	32.0	154.0	106.0	757.0	92.0	291.0	239.0	0.0	4.0	0.0	26.0	0.0	0.0	3.0	11.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	9.0	7.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0
SRR9612605	178.0	2652.0	5929.0	616.0	7757.0	14098.0	16177.0	2696.0	284.0	3319.0	2719.0	6430.0	219.0	311.0	4.0	13.0	3030.0	77.0	58.0	1003.0	60.0	420.0	136.0	0.0	0.0	0.0	51.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	40.0	0.0	14.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612606	852.0	486.0	89.0	17.0	29.0	525.0	7185.0	1179.0	23.0	2748.0	500.0	234.0	15.0	152.0	118.0	0.0	110.0	462.0	0.0	0.0	125.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612607	11.0	363.0	46.0	0.0	42.0	222.0	9706.0	720.0	43.0	1357.0	253.0	71.0	0.0	0.0	8.0	0.0	0.0	465.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612609	31.0	5808.0	66.0	16.0	24.0	328.0	8859.0	511.0	9.0	1086.0	477.0	172.0	0.0	46.0	0.0	0.0	3.0	1740.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612610	126.0	1360.0	1983.0	186.0	3785.0	8058.0	4934.0	1409.0	35.0	2018.0	571.0	802.0	51.0	222.0	17.0	14.0	487.0	10.0	16.0	496.0	45.0	231.0	128.0	0.0	0.0	0.0	5.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612611	82.0	3734.0	1492.0	275.0	5983.0	5101.0	2694.0	567.0	12.0	2182.0	369.0	453.0	0.0	94.0	9.0	8.0	43.0	20.0	22.0	241.0	11.0	100.0	15.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612616	407.0	1448.0	1439.0	116.0	2905.0	6389.0	3230.0	1577.0	26.0	2428.0	359.0	480.0	16.0	79.0	26.0	47.0	33.0	0.0	26.0	338.0	13.0	162.0	76.0	0.0	0.0	0.0	58.0	4.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612617	532.0	1200.0	765.0	79.0	1516.0	4319.0	2370.0	1346.0	25.0	1496.0	258.0	350.0	29.0	80.0	9.0	28.0	52.0	0.0	21.0	131.0	8.0	108.0	58.0	0.0	0.0	0.0	7.0	7.0	0.0	0.0	6.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612618	862.0	1433.0	1529.0	95.0	2368.0	5679.0	3613.0	1265.0	14.0	2092.0	468.0	491.0	16.0	88.0	28.0	39.0	23.0	0.0	52.0	274.0	20.0	111.0	87.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612619	1106.0	1177.0	1038.0	120.0	2094.0	4410.0	2920.0	1222.0	23.0	1493.0	295.0	467.0	36.0	98.0	0.0	30.0	2.0	11.0	30.0	200.0	0.0	85.0	52.0	0.0	0.0	0.0	26.0	4.0	0.0	3.0	9.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612620	359.0	1335.0	1287.0	88.0	2205.0	5026.0	4025.0	1278.0	41.0	1485.0	406.0	634.0	38.0	43.0	7.0	21.0	9.0	25.0	37.0	220.0	18.0	200.0	20.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612621	154.0	1984.0	1058.0	170.0	2980.0	2658.0	2924.0	512.0	8.0	1191.0	205.0	346.0	10.0	78.0	8.0	0.0	18.0	52.0	20.0	99.0	12.0	61.0	30.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612622	144.0	1854.0	610.0	121.0	2347.0	2508.0	1963.0	389.0	14.0	1514.0	139.0	194.0	13.0	11.0	8.0	0.0	0.0	13.0	11.0	80.0	0.0	115.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612624	154.0	636.0	923.0	114.0	1399.0	3116.0	3477.0	844.0	32.0	685.0	344.0	515.0	7.0	234.0	0.0	0.0	32.0	16.0	18.0	200.0	8.0	110.0	32.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612625	64.0	790.0	1084.0	142.0	1567.0	3345.0	2936.0	561.0	33.0	820.0	271.0	492.0	20.0	80.0	0.0	0.0	50.0	0.0	12.0	167.0	11.0	49.0	19.0	0.0	2.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612626	34.0	759.0	1166.0	74.0	1888.0	2543.0	2095.0	717.0	28.0	620.0	122.0	249.0	4.0	77.0	0.0	0.0	3.0	20.0	5.0	157.0	6.0	71.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612627	48.0	267.0	1115.0	173.0	2639.0	3775.0	3279.0	471.0	37.0	627.0	372.0	904.0	19.0	44.0	0.0	14.0	360.0	17.0	11.0	255.0	19.0	95.0	30.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612628	37.0	743.0	1104.0	133.0	2789.0	2715.0	4643.0	599.0	89.0	557.0	457.0	512.0	9.0	79.0	0.0	18.0	130.0	0.0	5.0	102.0	33.0	74.0	50.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612629	36.0	644.0	1083.0	73.0	2317.0	2956.0	2024.0	499.0	34.0	733.0	149.0	512.0	3.0	47.0	0.0	0.0	156.0	0.0	10.0	136.0	21.0	38.0	36.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612631	156.0	53.0	1177.0	184.0	2696.0	3706.0	2901.0	523.0	101.0	482.0	418.0	636.0	12.0	92.0	5.0	0.0	73.0	27.0	7.0	168.0	23.0	72.0	32.0	0.0	0.0	0.0	9.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
SRR9612632	54.0	1138.0	1709.0	176.0	3131.0	3441.0	2740.0	743.0	30.0	964.0	192.0	495.0	0.0	52.0	0.0	6.0	22.0	17.0	0.0	341.0	7.0	144.0	40.0	0.0	0.0	0.0	7.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612634	199.0	961.0	1124.0	193.0	2282.0	4701.0	3771.0	2229.0	5.0	1669.0	423.0	372.0	6.0	398.0	10.0	25.0	140.0	13.0	23.0	371.0	4.0	246.0	112.0	7.0	0.0	0.0	14.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612635	591.0	1364.0	1721.0	357.0	3444.0	7616.0	5677.0	3546.0	67.0	2932.0	500.0	944.0	122.0	386.0	18.0	0.0	2.0	65.0	36.0	441.0	13.0	306.0	100.0	2.0	0.0	0.0	9.0	24.0	0.0	0.0	0.0	0.0	12.0	0.0	28.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
