#SampleID	d__Bacteria;p__Gemmatimonadota	d__Bacteria;p__Proteobacteria	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Desulfobacterota	d__Bacteria;p__Acidobacteriota	d__Bacteria;p__Firmicutes	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Abditibacteriota	d__Bacteria;p__Myxococcota	d__Bacteria;p__Verrucomicrobiota	d__Bacteria;p__Chloroflexi	d__Bacteria;p__Bdellovibrionota	d__Bacteria;p__Planctomycetota	d__Bacteria;p__Dependentiae	d__Bacteria;p__Armatimonadota	d__Bacteria;p__Elusimicrobiota	d__Bacteria;p__NB1-j	d__Bacteria;p__Campylobacterota	d__Bacteria;p__Fibrobacterota	d__Bacteria;p__Nitrospirota	d__Bacteria;p__SAR324_clade(Marine_group_B)	d__Bacteria;p__Cyanobacteria	d__Bacteria;p__Patescibacteria	d__Bacteria;p__FCPU426	d__Bacteria;p__MBNT15	d__Bacteria;p__Entotheonellaeota	d__Bacteria;p__Latescibacterota	d__Bacteria;p__Deinococcota	d__Bacteria;p__RCP2-54	d__Bacteria;p__WPS-2	d__Bacteria;p__Spirochaetota	d__Bacteria;p__Sumerlaeota	d__Bacteria;p__TX1A-33	d__Bacteria;p__Zixibacteria	d__Bacteria;p__Hydrogenedentes	d__Bacteria;p__Dadabacteria	d__Bacteria;p__GAL15	d__Bacteria;p__Methylomirabilota	d__Bacteria;p__WS2	d__Bacteria;p__Deferrisomatota	d__Bacteria;p__Nitrospinota	d__Bacteria;p__Margulisbacteria	d__Bacteria;p__Cloacimonadota	d__Bacteria;p__WS4	d__Bacteria;p__PAUC34f	d__Bacteria;p__DTB120	d__Bacteria;p__FW113	d__Bacteria;p__Sva0485	d__Bacteria;p__WS1	d__Bacteria;p__Modulibacteria	d__Bacteria;p__LCP-89	d__Bacteria;p__Fusobacteriota	d__Bacteria;p__TA06
SRR6440327	5326.0	18789.0	2655.0	411.0	6246.0	406.0	12839.0	21.0	1499.0	1748.0	4345.0	265.0	2169.0	0.0	447.0	27.0	171.0	3.0	11.0	106.0	0.0	332.0	448.0	0.0	22.0	24.0	459.0	0.0	0.0	0.0	15.0	31.0	0.0	10.0	2.0	3.0	0.0	754.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6440328	6484.0	34698.0	5579.0	71.0	10746.0	74.0	15867.0	34.0	3623.0	2785.0	7583.0	270.0	6052.0	24.0	793.0	77.0	1241.0	0.0	35.0	81.0	11.0	518.0	527.0	0.0	169.0	172.0	3224.0	19.0	0.0	0.0	11.0	31.0	0.0	23.0	44.0	11.0	0.0	1151.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6440743	1538.0	19145.0	2906.0	1015.0	4390.0	744.0	4522.0	10.0	1966.0	2072.0	3147.0	382.0	2367.0	119.0	378.0	22.0	126.0	0.0	78.0	45.0	7.0	362.0	393.0	15.0	55.0	4.0	230.0	0.0	0.0	0.0	97.0	52.0	0.0	14.0	9.0	0.0	0.0	401.0	57.0	9.0	0.0	0.0	0.0	10.0	3.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6440744	12144.0	76461.0	12245.0	5047.0	28459.0	2855.0	21620.0	9.0	9430.0	8714.0	20210.0	743.0	11050.0	61.0	1312.0	213.0	1204.0	0.0	178.0	628.0	15.0	3442.0	870.0	55.0	673.0	173.0	2476.0	4.0	0.0	12.0	147.0	194.0	0.0	93.0	131.0	17.0	34.0	3429.0	187.0	147.0	1.0	0.0	0.0	41.0	0.0	14.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6440746	1435.0	7399.0	1612.0	7.0	4167.0	39.0	2468.0	0.0	1610.0	819.0	2101.0	79.0	1100.0	8.0	352.0	62.0	274.0	0.0	105.0	92.0	0.0	37.0	156.0	0.0	63.0	26.0	509.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	75.0	7.0	0.0	689.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6440770	10913.0	76337.0	11775.0	1603.0	42982.0	308.0	38978.0	8.0	13034.0	10945.0	22660.0	1192.0	16536.0	96.0	2982.0	361.0	2280.0	0.0	136.0	734.0	105.0	599.0	806.0	47.0	505.0	292.0	3985.0	0.0	11.0	0.0	103.0	109.0	0.0	190.0	271.0	29.0	110.0	5555.0	414.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6440771	4231.0	25739.0	5312.0	622.0	8607.0	444.0	13777.0	42.0	2844.0	3090.0	4826.0	426.0	4430.0	17.0	494.0	47.0	173.0	0.0	31.0	146.0	18.0	2310.0	234.0	11.0	64.0	56.0	526.0	0.0	0.0	8.0	20.0	23.0	0.0	6.0	73.0	0.0	7.0	886.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6440772	1635.0	7958.0	762.0	25.0	3102.0	153.0	5398.0	0.0	862.0	693.0	1820.0	67.0	1053.0	23.0	166.0	15.0	188.0	0.0	0.0	38.0	0.0	21.0	172.0	0.0	41.0	19.0	387.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	588.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6440774	1092.0	6181.0	786.0	29.0	2745.0	8.0	2834.0	0.0	899.0	565.0	1255.0	85.0	900.0	6.0	89.0	10.0	157.0	0.0	12.0	30.0	0.0	12.0	229.0	0.0	8.0	17.0	352.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	303.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6440775	2574.0	23822.0	3513.0	291.0	5869.0	75.0	4219.0	0.0	1096.0	1096.0	2878.0	93.0	2206.0	12.0	364.0	52.0	244.0	0.0	38.0	101.0	0.0	4152.0	61.0	8.0	74.0	54.0	425.0	0.0	0.0	4.0	0.0	13.0	0.0	0.0	48.0	0.0	19.0	679.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6440776	6764.0	21022.0	2448.0	331.0	11417.0	195.0	15267.0	35.0	1765.0	2575.0	6405.0	195.0	1798.0	18.0	601.0	70.0	246.0	0.0	3.0	125.0	0.0	169.0	569.0	0.0	66.0	6.0	783.0	8.0	0.0	0.0	0.0	2.0	0.0	13.0	0.0	0.0	14.0	1297.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532616	1543.0	7626.0	421.0	329.0	9568.0	247.0	4164.0	0.0	3844.0	1068.0	5369.0	137.0	1140.0	42.0	364.0	47.0	0.0	0.0	3.0	80.0	0.0	168.0	429.0	0.0	0.0	0.0	68.0	0.0	0.0	70.0	6.0	28.0	3.0	4.0	0.0	0.0	0.0	15.0	0.0	6.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
SRR5532617	4609.0	7010.0	436.0	188.0	7950.0	340.0	3844.0	0.0	3250.0	616.0	4407.0	221.0	2340.0	11.0	413.0	10.0	14.0	0.0	6.0	123.0	0.0	45.0	33.0	1.0	0.0	0.0	23.0	6.0	0.0	0.0	47.0	11.0	9.0	1.0	32.0	0.0	0.0	84.0	0.0	0.0	0.0	0.0	6.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532618	5264.0	7420.0	772.0	140.0	8650.0	118.0	2356.0	0.0	1816.0	545.0	4398.0	170.0	1471.0	0.0	317.0	63.0	0.0	0.0	7.0	364.0	0.0	104.0	53.0	0.0	2.0	7.0	59.0	9.0	0.0	0.0	20.0	4.0	14.0	12.0	30.0	0.0	0.0	120.0	0.0	28.0	0.0	0.0	0.0	1.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532619	1146.0	8002.0	1102.0	939.0	7909.0	2474.0	2588.0	0.0	4213.0	788.0	5859.0	16.0	1315.0	40.0	527.0	48.0	0.0	397.0	11.0	311.0	7.0	341.0	267.0	7.0	0.0	0.0	129.0	58.0	0.0	5.0	195.0	79.0	0.0	0.0	42.0	0.0	0.0	127.0	0.0	20.0	0.0	8.0	16.0	1.0	0.0	0.0	0.0	0.0	1.0	24.0	0.0	0.0	0.0
SRR5532620	2644.0	5581.0	2284.0	211.0	5036.0	831.0	1212.0	2.0	1317.0	950.0	2809.0	108.0	1636.0	0.0	344.0	31.0	0.0	0.0	38.0	230.0	10.0	4182.0	34.0	0.0	0.0	3.0	67.0	13.0	0.0	0.0	46.0	44.0	7.0	32.0	63.0	0.0	0.0	63.0	0.0	20.0	0.0	0.0	0.0	14.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532621	916.0	6870.0	328.0	211.0	10449.0	456.0	4538.0	0.0	4404.0	1282.0	3924.0	174.0	1698.0	9.0	136.0	113.0	0.0	0.0	0.0	87.0	0.0	181.0	521.0	0.0	0.0	0.0	28.0	0.0	0.0	16.0	3.0	18.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532622	4648.0	11094.0	507.0	179.0	7425.0	465.0	4396.0	0.0	4381.0	617.0	4376.0	282.0	1968.0	0.0	272.0	97.0	9.0	0.0	9.0	137.0	0.0	91.0	25.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	12.0	13.0	0.0	4.0	39.0	0.0	0.0	79.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532623	5077.0	9608.0	946.0	199.0	11639.0	125.0	2332.0	0.0	1914.0	577.0	4400.0	207.0	2180.0	0.0	427.0	69.0	0.0	0.0	12.0	357.0	0.0	532.0	95.0	0.0	5.0	0.0	107.0	5.0	0.0	0.0	9.0	22.0	7.0	18.0	30.0	0.0	0.0	244.0	0.0	11.0	0.0	0.0	4.0	2.0	0.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532624	920.0	4633.0	586.0	598.0	7877.0	969.0	3268.0	0.0	4882.0	826.0	6428.0	13.0	962.0	7.0	460.0	19.0	0.0	0.0	35.0	178.0	0.0	43.0	50.0	3.0	0.0	0.0	259.0	11.0	0.0	27.0	158.0	68.0	0.0	0.0	25.0	0.0	0.0	48.0	0.0	17.0	0.0	0.0	83.0	36.0	0.0	0.0	0.0	0.0	2.0	32.0	1.0	0.0	0.0
SRR5532625	3701.0	6479.0	1237.0	341.0	5655.0	4262.0	2590.0	0.0	4771.0	700.0	3538.0	55.0	1553.0	3.0	284.0	88.0	0.0	3.0	6.0	75.0	0.0	104.0	20.0	0.0	0.0	0.0	40.0	11.0	0.0	0.0	187.0	66.0	0.0	0.0	52.0	0.0	0.0	92.0	0.0	0.0	0.0	0.0	30.0	29.0	0.0	8.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
SRR5532693	958.0	3837.0	420.0	457.0	9937.0	690.0	1499.0	0.0	3261.0	1255.0	9371.0	8.0	1064.0	6.0	630.0	64.0	0.0	0.0	21.0	238.0	1.0	90.0	137.0	9.0	4.0	0.0	250.0	0.0	0.0	61.0	97.0	83.0	3.0	0.0	12.0	0.0	0.0	123.0	0.0	23.0	0.0	0.0	9.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
SRR5532695	5777.0	7500.0	661.0	255.0	12060.0	225.0	3396.0	0.0	2399.0	744.0	5704.0	148.0	2307.0	29.0	528.0	103.0	0.0	0.0	0.0	229.0	2.0	605.0	67.0	0.0	0.0	0.0	92.0	0.0	0.0	0.0	21.0	19.0	34.0	1.0	37.0	0.0	0.0	155.0	0.0	26.0	0.0	0.0	0.0	35.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532798	3586.0	5278.0	362.0	161.0	5589.0	264.0	2756.0	0.0	2459.0	506.0	3273.0	145.0	1535.0	9.0	332.0	36.0	0.0	0.0	15.0	85.0	0.0	527.0	9.0	1.0	0.0	0.0	23.0	0.0	0.0	0.0	52.0	14.0	9.0	0.0	34.0	0.0	0.0	93.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532799	3996.0	8086.0	1447.0	456.0	8185.0	1560.0	2514.0	0.0	3078.0	1250.0	4666.0	154.0	1494.0	0.0	466.0	83.0	0.0	0.0	36.0	501.0	0.0	610.0	95.0	0.0	6.0	0.0	61.0	32.0	0.0	0.0	64.0	64.0	0.0	9.0	78.0	0.0	0.0	96.0	1.0	73.0	0.0	0.0	0.0	53.0	0.0	108.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
SRR5532800	1706.0	5639.0	344.0	276.0	9947.0	316.0	3163.0	0.0	4474.0	953.0	8721.0	182.0	1442.0	24.0	525.0	46.0	0.0	0.0	6.0	135.0	0.0	229.0	773.0	0.0	3.0	0.0	254.0	0.0	0.0	49.0	50.0	39.0	17.0	6.0	0.0	0.0	0.0	11.0	0.0	8.0	0.0	0.0	2.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532801	1800.0	2696.0	1399.0	464.0	5381.0	9968.0	1912.0	0.0	4248.0	625.0	5657.0	30.0	1319.0	0.0	457.0	108.0	0.0	0.0	36.0	98.0	0.0	158.0	60.0	8.0	0.0	0.0	51.0	13.0	0.0	0.0	431.0	126.0	0.0	0.0	60.0	0.0	0.0	68.0	0.0	11.0	0.0	0.0	65.0	50.0	0.0	0.0	0.0	0.0	4.0	15.0	8.0	0.0	0.0
SRR5532802	3372.0	5806.0	956.0	329.0	5743.0	2612.0	2475.0	0.0	5400.0	569.0	4242.0	73.0	1524.0	0.0	303.0	119.0	0.0	0.0	18.0	83.0	0.0	659.0	17.0	0.0	0.0	0.0	55.0	6.0	0.0	0.0	164.0	78.0	0.0	2.0	75.0	0.0	0.0	71.0	1.0	12.0	0.0	0.0	38.0	0.0	0.0	14.0	0.0	0.0	0.0	6.0	19.0	0.0	0.0
SRR5532803	4734.0	6233.0	958.0	404.0	8186.0	3463.0	2302.0	0.0	3041.0	1055.0	4182.0	3.0	1738.0	0.0	353.0	49.0	0.0	0.0	7.0	398.0	0.0	173.0	51.0	1.0	4.0	0.0	138.0	27.0	0.0	0.0	52.0	66.0	0.0	22.0	52.0	0.0	0.0	115.0	6.0	114.0	0.0	0.0	0.0	25.0	0.0	3.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0
SRR5532804	1243.0	2128.0	351.0	300.0	11399.0	742.0	1802.0	0.0	3176.0	735.0	7410.0	20.0	406.0	3.0	462.0	58.0	0.0	0.0	17.0	119.0	0.0	19.0	53.0	0.0	3.0	0.0	315.0	15.0	0.0	6.0	138.0	49.0	0.0	7.0	7.0	0.0	0.0	79.0	0.0	13.0	0.0	0.0	19.0	24.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0
SRR5532805	3663.0	7920.0	1888.0	428.0	6787.0	2102.0	2495.0	0.0	4856.0	907.0	4977.0	69.0	1726.0	0.0	513.0	124.0	0.0	0.0	21.0	136.0	0.0	1911.0	44.0	5.0	11.0	0.0	77.0	14.0	0.0	18.0	186.0	94.0	0.0	0.0	44.0	0.0	0.0	84.0	0.0	0.0	0.0	0.0	34.0	17.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
SRR5532806	2132.0	3227.0	799.0	294.0	6645.0	1496.0	836.0	0.0	1344.0	496.0	2490.0	7.0	850.0	0.0	271.0	20.0	0.0	0.0	50.0	160.0	0.0	219.0	40.0	0.0	0.0	0.0	59.0	14.0	0.0	0.0	61.0	27.0	0.0	1.0	44.0	0.0	0.0	76.0	0.0	54.0	0.0	0.0	5.0	1.0	0.0	14.0	0.0	0.0	3.0	5.0	0.0	0.0	0.0
SRR5532807	1697.0	7359.0	450.0	317.0	8959.0	304.0	3971.0	0.0	4533.0	841.0	7735.0	150.0	1250.0	33.0	483.0	43.0	0.0	0.0	1.0	120.0	0.0	140.0	459.0	0.0	3.0	0.0	139.0	0.0	0.0	70.0	49.0	35.0	3.0	0.0	1.0	0.0	0.0	35.0	5.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
SRR5532808	4092.0	7343.0	398.0	281.0	6501.0	347.0	4430.0	0.0	3141.0	497.0	4276.0	170.0	1542.0	10.0	197.0	23.0	0.0	0.0	14.0	101.0	0.0	85.0	16.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	14.0	28.0	8.0	0.0	35.0	0.0	0.0	114.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532809	3782.0	7368.0	998.0	182.0	8824.0	93.0	2198.0	0.0	1562.0	523.0	4235.0	93.0	1667.0	0.0	310.0	24.0	0.0	0.0	15.0	235.0	0.0	973.0	44.0	0.0	0.0	0.0	65.0	10.0	0.0	0.0	6.0	16.0	0.0	8.0	21.0	0.0	0.0	128.0	2.0	21.0	0.0	0.0	6.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224546	1152.0	4502.0	2447.0	0.0	5225.0	678.0	846.0	0.0	871.0	1721.0	624.0	120.0	140.0	33.0	132.0	100.0	0.0	0.0	18.0	351.0	0.0	17.0	958.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224549	507.0	3445.0	794.0	0.0	2710.0	676.0	2740.0	0.0	527.0	723.0	532.0	190.0	108.0	0.0	47.0	0.0	0.0	0.0	30.0	214.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224552	1472.0	7344.0	3081.0	0.0	6114.0	405.0	2311.0	0.0	1946.0	1669.0	1067.0	417.0	158.0	26.0	165.0	104.0	0.0	0.0	55.0	353.0	4.0	0.0	815.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224555	444.0	4340.0	1068.0	131.0	4218.0	492.0	2262.0	0.0	889.0	588.0	743.0	8.0	71.0	0.0	31.0	23.0	0.0	0.0	72.0	224.0	10.0	0.0	193.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224558	666.0	4902.0	3519.0	0.0	4065.0	426.0	672.0	0.0	810.0	1408.0	621.0	83.0	69.0	0.0	21.0	0.0	0.0	0.0	44.0	256.0	0.0	14.0	177.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224561	579.0	3775.0	2668.0	0.0	3788.0	374.0	941.0	0.0	642.0	1063.0	572.0	0.0	103.0	0.0	94.0	146.0	0.0	0.0	32.0	260.0	0.0	32.0	597.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224564	425.0	4572.0	2380.0	0.0	3060.0	536.0	3414.0	0.0	1004.0	984.0	504.0	19.0	117.0	0.0	0.0	14.0	0.0	0.0	89.0	166.0	0.0	0.0	101.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224567	1898.0	5794.0	5388.0	86.0	5968.0	482.0	1323.0	0.0	1871.0	1777.0	518.0	147.0	248.0	0.0	64.0	74.0	0.0	0.0	178.0	287.0	0.0	123.0	686.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224570	238.0	2724.0	1273.0	0.0	2136.0	531.0	1813.0	0.0	424.0	605.0	277.0	0.0	52.0	0.0	0.0	17.0	0.0	0.0	70.0	51.0	0.0	0.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224573	1417.0	7548.0	2940.0	0.0	5770.0	346.0	1495.0	0.0	1287.0	1630.0	809.0	248.0	227.0	22.0	190.0	144.0	0.0	0.0	121.0	250.0	12.0	129.0	1215.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224576	1664.0	8284.0	2646.0	122.0	6234.0	2536.0	10148.0	0.0	1645.0	1444.0	1546.0	268.0	555.0	16.0	27.0	35.0	0.0	0.0	111.0	515.0	0.0	7.0	45.0	0.0	0.0	0.0	0.0	0.0	31.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224579	1336.0	6831.0	4592.0	41.0	3449.0	611.0	3393.0	0.0	2239.0	1710.0	1020.0	286.0	70.0	193.0	164.0	20.0	0.0	0.0	34.0	64.0	7.0	27.0	369.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224582	376.0	4157.0	1331.0	0.0	3606.0	465.0	1545.0	0.0	968.0	705.0	689.0	7.0	111.0	0.0	54.0	0.0	0.0	0.0	56.0	327.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224585	488.0	5748.0	5385.0	0.0	1671.0	193.0	1800.0	0.0	1144.0	1398.0	527.0	338.0	106.0	0.0	121.0	0.0	0.0	0.0	99.0	42.0	0.0	56.0	475.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224588	939.0	4786.0	1638.0	0.0	5265.0	243.0	1934.0	0.0	883.0	1055.0	808.0	264.0	315.0	0.0	34.0	42.0	0.0	0.0	0.0	161.0	0.0	35.0	670.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224591	712.0	5742.0	3581.0	126.0	3408.0	1431.0	5486.0	0.0	1521.0	1134.0	949.0	48.0	164.0	0.0	0.0	57.0	0.0	0.0	111.0	266.0	6.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224594	892.0	4522.0	1754.0	0.0	3398.0	885.0	2268.0	0.0	607.0	936.0	399.0	0.0	69.0	0.0	10.0	28.0	0.0	0.0	51.0	0.0	0.0	0.0	195.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224597	234.0	4518.0	985.0	0.0	2701.0	716.0	3622.0	0.0	452.0	309.0	1385.0	104.0	0.0	0.0	0.0	27.0	0.0	0.0	15.0	107.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	18.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224600	1149.0	5670.0	2831.0	0.0	6060.0	591.0	2506.0	0.0	1548.0	1707.0	852.0	116.0	277.0	72.0	81.0	64.0	0.0	0.0	108.0	169.0	12.0	0.0	1214.0	0.0	0.0	0.0	0.0	0.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224605	761.0	7343.0	4279.0	0.0	3833.0	1318.0	4900.0	0.0	1851.0	2146.0	768.0	770.0	313.0	0.0	45.0	14.0	0.0	0.0	166.0	297.0	0.0	0.0	358.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	34.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224608	706.0	5037.0	1666.0	124.0	4280.0	825.0	5008.0	0.0	499.0	369.0	969.0	61.0	145.0	0.0	0.0	25.0	0.0	0.0	163.0	307.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	34.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224611	734.0	6389.0	3699.0	25.0	5149.0	560.0	1526.0	0.0	522.0	1457.0	567.0	107.0	7.0	36.0	38.0	125.0	0.0	0.0	67.0	225.0	0.0	5.0	622.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
