#SampleID	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia	d__Bacteria;p__Desulfobacterota;c__uncultured	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae	d__Bacteria;p__Firmicutes;c__Clostridia	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia	d__Bacteria;p__Actinobacteriota;c__Actinobacteria	d__Bacteria;p__Firmicutes;c__Bacilli	d__Bacteria;p__Acidobacteriota;c__Subgroup_5	d__Bacteria;p__Abditibacteriota;c__Abditibacteria	d__Bacteria;p__Myxococcota;c__Polyangia	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria	d__Bacteria;p__Chloroflexi;c__KD4-96	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia	d__Bacteria;p__Myxococcota;c__Myxococcia	d__Bacteria;p__Planctomycetota;c__vadinHA49	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia	d__Bacteria;p__Acidobacteriota;c__Blastocatellia	d__Bacteria;p__Chloroflexi;c__Ktedonobacteria	d__Bacteria;p__Dependentiae;c__Babeliae	d__Bacteria;p__Armatimonadota;c__uncultured	d__Bacteria;p__Armatimonadota;c__Armatimonadia	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIa	d__Bacteria;p__Bacteroidota;c__Ignavibacteria	d__Bacteria;p__NB1-j;c__NB1-j	d__Bacteria;p__Planctomycetota;c__Phycisphaerae	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIb	d__Bacteria;p__Chloroflexi;c__Chloroflexia	d__Bacteria;p__Bacteroidota;c__Kapabacteria	d__Bacteria;p__Acidobacteriota;c__Holophagae	d__Bacteria;p__Gemmatimonadota;c__BD2-11_terrestrial_group	d__Bacteria;p__Campylobacterota;c__Campylobacteria	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria	d__Bacteria;p__Nitrospirota;c__Nitrospiria	d__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B)	d__Bacteria;p__Firmicutes;c__Desulfitobacteriia	d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae	d__Bacteria;p__Acidobacteriota;c__Subgroup_22	d__Bacteria;p__Cyanobacteria;c__Sericytochromatia	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria	d__Bacteria;p__Myxococcota;c__bacteriap25	d__Bacteria;p__Chloroflexi;c__AD3	d__Bacteria;p__FCPU426;c__FCPU426	d__Bacteria;p__Chloroflexi;c__Anaerolineae	d__Bacteria;p__Gemmatimonadota;c__S0134_terrestrial_group	d__Bacteria;p__MBNT15;c__MBNT15	d__Bacteria;p__Gemmatimonadota;c__Longimicrobia	d__Bacteria;p__Entotheonellaeota;c__Entotheonellia	d__Bacteria;p__Latescibacterota;c__Latescibacterota	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIc	d__Bacteria;p__Chloroflexi;c__JG30-KF-CM66	d__Bacteria;p__Deinococcota;c__Deinococci	d__Bacteria;p__Actinobacteriota;c__MB-A2-108	d__Bacteria;p__Patescibacteria;c__Berkelbacteria	d__Bacteria;p__Armatimonadota;c__Chthonomonadetes	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia	d__Bacteria;p__Planctomycetota;c__Planctomycetes	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia	d__Bacteria;p__Chloroflexi;c__OLB14	d__Bacteria;p__Acidobacteriota;c__Subgroup_25	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia	d__Bacteria;p__Firmicutes;c__Symbiobacteriia	d__Bacteria;p__Patescibacteria;c__Saccharimonadia	d__Bacteria;p__Chloroflexi;c__Gitt-GS-136	d__Bacteria;p__WPS-2;c__WPS-2	d__Bacteria;p__Bacteroidota;c__Rhodothermia	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia	d__Bacteria;p__Firmicutes;c__Negativicutes
SRR21723138	866.0	10175.0	3226.0	0.0	6842.0	1567.0	43.0	3606.0	13196.0	966.0	0.0	23.0	160.0	48.0	117.0	0.0	0.0	54.0	143.0	0.0	0.0	14.0	0.0	146.0	26.0	0.0	15.0	24.0	6.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	42.0	43.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723139	1149.0	10726.0	1657.0	0.0	5351.0	3144.0	91.0	6208.0	11440.0	1395.0	0.0	41.0	168.0	117.0	216.0	21.0	5.0	61.0	206.0	0.0	10.0	234.0	0.0	211.0	19.0	0.0	14.0	66.0	7.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	92.0	80.0	4.0	0.0	2.0	0.0	3.0	2.0	5.0	0.0	0.0	0.0	6.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723140	2610.0	5202.0	755.0	0.0	3375.0	1730.0	64.0	10923.0	5692.0	4237.0	18.0	25.0	291.0	25.0	150.0	172.0	0.0	0.0	93.0	9.0	6.0	1110.0	0.0	51.0	33.0	0.0	3.0	2.0	14.0	6.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	3.0	160.0	0.0	0.0	0.0	0.0	0.0	0.0	93.0	3.0	0.0	9.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723141	1734.0	5452.0	676.0	16.0	3073.0	2291.0	57.0	10176.0	6629.0	4697.0	8.0	30.0	196.0	38.0	164.0	50.0	0.0	29.0	78.0	0.0	0.0	866.0	0.0	122.0	30.0	0.0	0.0	7.0	0.0	0.0	7.0	0.0	6.0	0.0	0.0	2.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723142	2129.0	5684.0	906.0	0.0	2731.0	2720.0	45.0	11699.0	5566.0	6180.0	10.0	26.0	154.0	19.0	264.0	50.0	0.0	52.0	62.0	0.0	0.0	970.0	0.0	122.0	80.0	0.0	7.0	2.0	18.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	3.0	124.0	0.0	0.0	0.0	0.0	2.0	6.0	114.0	0.0	0.0	7.0	0.0	0.0	2.0	25.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723143	1362.0	3751.0	843.0	0.0	1727.0	1500.0	31.0	8232.0	4179.0	4612.0	17.0	6.0	163.0	8.0	165.0	50.0	0.0	30.0	77.0	0.0	0.0	710.0	0.0	42.0	33.0	0.0	2.0	6.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	81.0	0.0	0.0	0.0	0.0	0.0	4.0	63.0	0.0	0.0	10.0	5.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723147	364.0	2270.0	687.0	0.0	1338.0	1468.0	19.0	2915.0	4523.0	1350.0	0.0	14.0	93.0	0.0	43.0	6.0	0.0	20.0	7.0	0.0	0.0	134.0	0.0	76.0	4.0	0.0	6.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723148	622.0	3333.0	1047.0	0.0	2972.0	1872.0	29.0	4390.0	6944.0	2450.0	4.0	25.0	145.0	0.0	162.0	62.0	0.0	3.0	36.0	0.0	0.0	219.0	0.0	77.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723149	566.0	3194.0	1210.0	0.0	2915.0	1784.0	45.0	4075.0	8401.0	1980.0	0.0	2.0	117.0	0.0	85.0	0.0	0.0	12.0	47.0	0.0	0.0	210.0	0.0	84.0	46.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723150	298.0	2867.0	475.0	0.0	1348.0	1566.0	48.0	2084.0	3664.0	935.0	0.0	9.0	100.0	57.0	58.0	13.0	0.0	19.0	25.0	0.0	0.0	92.0	0.0	57.0	14.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723151	444.0	3891.0	1610.0	0.0	3440.0	1998.0	25.0	4878.0	10019.0	2242.0	0.0	11.0	85.0	2.0	73.0	0.0	0.0	11.0	13.0	0.0	0.0	67.0	0.0	76.0	11.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723152	656.0	2877.0	1810.0	0.0	2196.0	743.0	82.0	5472.0	9279.0	2365.0	0.0	13.0	39.0	15.0	57.0	108.0	0.0	8.0	3.0	0.0	4.0	221.0	0.0	68.0	11.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	6.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723153	241.0	2934.0	1749.0	0.0	2413.0	2192.0	9.0	3718.0	7094.0	1536.0	0.0	0.0	25.0	0.0	41.0	0.0	0.0	20.0	15.0	0.0	0.0	119.0	0.0	61.0	7.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723154	427.0	2282.0	603.0	0.0	1840.0	1016.0	16.0	3316.0	6685.0	1510.0	0.0	3.0	66.0	0.0	35.0	0.0	0.0	6.0	14.0	0.0	4.0	123.0	0.0	63.0	9.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723157	268.0	2731.0	1137.0	0.0	2983.0	1552.0	9.0	2449.0	5527.0	794.0	0.0	7.0	53.0	0.0	57.0	0.0	0.0	7.0	19.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723168	494.0	2978.0	933.0	0.0	1996.0	492.0	43.0	4547.0	6846.0	1597.0	0.0	7.0	138.0	28.0	60.0	120.0	0.0	3.0	47.0	0.0	0.0	265.0	0.0	56.0	5.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723171	967.0	10596.0	2499.0	0.0	6881.0	2625.0	52.0	4462.0	10866.0	1728.0	0.0	39.0	254.0	0.0	167.0	10.0	0.0	15.0	91.0	8.0	6.0	139.0	0.0	125.0	35.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	16.0	21.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723172	315.0	3279.0	608.0	0.0	2599.0	1656.0	13.0	1832.0	6134.0	553.0	0.0	7.0	197.0	0.0	17.0	0.0	0.0	4.0	77.0	0.0	0.0	67.0	0.0	72.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723173	259.0	3187.0	283.0	0.0	1273.0	909.0	40.0	1884.0	4407.0	455.0	0.0	9.0	28.0	59.0	51.0	13.0	0.0	0.0	57.0	0.0	0.0	33.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723174	491.0	4108.0	402.0	0.0	1899.0	1373.0	47.0	2606.0	5711.0	567.0	2.0	8.0	76.0	73.0	54.0	11.0	0.0	41.0	9.0	0.0	10.0	80.0	0.0	73.0	13.0	0.0	3.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723176	292.0	4129.0	855.0	0.0	1789.0	1563.0	15.0	2900.0	4823.0	1017.0	0.0	7.0	41.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	46.0	5.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723177	396.0	5060.0	1812.0	0.0	3751.0	770.0	0.0	2045.0	6860.0	1014.0	0.0	14.0	46.0	0.0	8.0	0.0	0.0	9.0	11.0	0.0	0.0	66.0	0.0	77.0	6.0	0.0	2.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723178	479.0	2993.0	762.0	0.0	2123.0	1775.0	21.0	4001.0	6028.0	1981.0	0.0	5.0	79.0	11.0	66.0	41.0	0.0	0.0	33.0	0.0	0.0	215.0	0.0	80.0	12.0	0.0	4.0	7.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723180	525.0	6452.0	1601.0	0.0	2824.0	1719.0	13.0	2951.0	7734.0	1591.0	0.0	8.0	86.0	0.0	39.0	6.0	0.0	7.0	20.0	0.0	0.0	136.0	0.0	88.0	3.0	0.0	11.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723181	275.0	3714.0	1374.0	0.0	3328.0	2264.0	22.0	4086.0	8401.0	2242.0	0.0	6.0	82.0	0.0	0.0	0.0	0.0	20.0	3.0	0.0	0.0	54.0	0.0	72.0	0.0	0.0	11.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723182	292.0	3881.0	817.0	0.0	1642.0	769.0	5.0	2025.0	5086.0	975.0	0.0	5.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	67.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723183	663.0	3549.0	1685.0	0.0	3550.0	668.0	62.0	5763.0	9867.0	2167.0	0.0	0.0	172.0	15.0	74.0	149.0	0.0	9.0	40.0	0.0	0.0	120.0	0.0	77.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723184	648.0	3557.0	1025.0	0.0	2863.0	1862.0	22.0	4708.0	6522.0	2300.0	0.0	0.0	114.0	0.0	91.0	0.0	0.0	0.0	60.0	0.0	0.0	255.0	0.0	105.0	36.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723185	145.0	1619.0	561.0	0.0	1686.0	531.0	13.0	4532.0	5473.0	2459.0	0.0	0.0	26.0	0.0	14.0	55.0	0.0	0.0	5.0	0.0	0.0	316.0	0.0	42.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723186	471.0	5628.0	1532.0	0.0	2588.0	969.0	14.0	3271.0	7221.0	1484.0	0.0	9.0	67.0	0.0	9.0	0.0	0.0	4.0	29.0	0.0	0.0	0.0	0.0	102.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723187	673.0	4753.0	956.0	0.0	2229.0	1504.0	19.0	3499.0	4856.0	2073.0	0.0	9.0	26.0	0.0	43.0	0.0	0.0	2.0	15.0	0.0	2.0	16.0	0.0	75.0	4.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723188	484.0	5246.0	1426.0	0.0	2525.0	962.0	9.0	1897.0	7063.0	917.0	0.0	2.0	181.0	0.0	38.0	16.0	0.0	3.0	16.0	0.0	0.0	99.0	0.0	73.0	5.0	0.0	8.0	16.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723189	103.0	1674.0	1077.0	0.0	1782.0	404.0	10.0	1252.0	4381.0	687.0	0.0	4.0	11.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723193	139.0	3328.0	934.0	0.0	3727.0	2415.0	0.0	3232.0	5712.0	1027.0	0.0	0.0	40.0	0.0	44.0	0.0	0.0	10.0	14.0	0.0	0.0	72.0	0.0	42.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723194	578.0	2021.0	433.0	0.0	1234.0	1313.0	36.0	6166.0	4210.0	2968.0	0.0	8.0	36.0	3.0	116.0	0.0	0.0	5.0	51.0	0.0	0.0	306.0	0.0	56.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723196	495.0	2497.0	449.0	0.0	2403.0	1773.0	11.0	2013.0	4608.0	1368.0	0.0	6.0	61.0	31.0	75.0	11.0	0.0	2.0	44.0	0.0	0.0	80.0	0.0	66.0	6.0	0.0	2.0	6.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723197	272.0	1003.0	175.0	0.0	621.0	804.0	17.0	3073.0	1684.0	2533.0	3.0	0.0	23.0	0.0	56.0	29.0	0.0	6.0	0.0	0.0	0.0	215.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
