#SampleID	d__Bacteria;p__Gemmatimonadota	d__Bacteria;p__Proteobacteria	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Desulfobacterota	d__Bacteria;p__Acidobacteriota	d__Bacteria;p__Firmicutes	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Abditibacteriota	d__Bacteria;p__Myxococcota	d__Bacteria;p__Verrucomicrobiota	d__Bacteria;p__Chloroflexi	d__Bacteria;p__Bdellovibrionota	d__Bacteria;p__Planctomycetota	d__Bacteria;p__Dependentiae	d__Bacteria;p__Armatimonadota	d__Bacteria;p__Elusimicrobiota	d__Bacteria;p__NB1-j	d__Bacteria;p__Campylobacterota	d__Bacteria;p__Fibrobacterota	d__Bacteria;p__Nitrospirota	d__Bacteria;p__SAR324_clade(Marine_group_B)	d__Bacteria;p__Cyanobacteria	d__Bacteria;p__Patescibacteria	d__Bacteria;p__MBNT15	d__Bacteria;p__Entotheonellaeota	d__Bacteria;p__Fusobacteriota	d__Bacteria;p__WPS-2	d__Bacteria;p__Spirochaetota	d__Bacteria;p__WS4	d__Bacteria;p__Hydrogenedentes	d__Bacteria;p__Methylomirabilota	d__Bacteria;p__Latescibacterota	d__Bacteria;p__FCPU426	d__Bacteria;p__Sumerlaeota	d__Bacteria;p__Zixibacteria	d__Bacteria;p__Margulisbacteria	d__Bacteria;p__Cloacimonadota	d__Bacteria;p__Deferrisomatota	d__Bacteria;p__LCP-89	d__Bacteria;p__GAL15	d__Bacteria;p__WOR-1	d__Bacteria;p__WS2	d__Bacteria;p__Deinococcota	d__Bacteria;p__CK-2C2-2	d__Bacteria;p__TX1A-33	d__Bacteria;p__WS1	d__Bacteria;p__Modulibacteria	d__Bacteria;p__DTB120	d__Bacteria;p__Sva0485	d__Bacteria;p__RCP2-54	d__Bacteria;p__Halanaerobiaeota	d__Bacteria;p__Dadabacteria	d__Bacteria;p__Nitrospinota	d__Bacteria;p__PAUC34f	d__Bacteria;p__FW113	d__Bacteria;p__Rs-K70_termite_group	d__Bacteria;p__Deferribacterota	d__Bacteria;p__Synergistota	d__Bacteria;p__Thermotogota	d__Bacteria;p__Caldisericota	d__Bacteria;p__Caldatribacteriota	d__Bacteria;p__Coprothermobacterota
SRR5532794	762.0	2716.0	534.0	135.0	1004.0	172.0	2155.0	0.0	320.0	203.0	1575.0	3.0	167.0	0.0	41.0	8.0	0.0	0.0	360.0	55.0	0.0	24.0	17.0	0.0	0.0	0.0	0.0	5.0	0.0	17.0	4.0	2.0	1.0	0.0	4.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532795	3477.0	9786.0	2506.0	373.0	3544.0	229.0	4200.0	3.0	922.0	900.0	4080.0	36.0	1175.0	0.0	244.0	23.0	0.0	0.0	735.0	49.0	0.0	121.0	89.0	0.0	0.0	0.0	0.0	13.0	42.0	62.0	26.0	22.0	0.0	23.0	17.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532796	742.0	15663.0	1272.0	306.0	1078.0	578.0	10389.0	0.0	1500.0	411.0	4868.0	40.0	383.0	8.0	105.0	1.0	0.0	0.0	57.0	0.0	0.0	66.0	66.0	0.0	0.0	0.0	0.0	17.0	0.0	16.0	8.0	0.0	0.0	10.0	0.0	0.0	33.0	7.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	5.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532797	1914.0	13590.0	1865.0	508.0	3066.0	1204.0	13733.0	2.0	2435.0	1288.0	9034.0	39.0	1010.0	13.0	128.0	21.0	0.0	0.0	137.0	20.0	0.0	56.0	75.0	0.0	0.0	0.0	0.0	26.0	4.0	23.0	24.0	8.0	0.0	25.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532812	1591.0	8532.0	1883.0	1227.0	3737.0	2707.0	567.0	0.0	1835.0	1080.0	1971.0	29.0	606.0	0.0	163.0	44.0	0.0	690.0	162.0	66.0	0.0	97.0	201.0	1.0	0.0	0.0	0.0	61.0	41.0	15.0	34.0	22.0	0.0	35.0	12.0	0.0	15.0	30.0	9.0	0.0	0.0	0.0	49.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532813	1534.0	9781.0	2490.0	1219.0	4255.0	1974.0	443.0	0.0	2187.0	1213.0	1942.0	46.0	691.0	0.0	114.0	106.0	0.0	19.0	183.0	167.0	3.0	88.0	227.0	0.0	3.0	0.0	0.0	53.0	15.0	50.0	29.0	37.0	0.0	62.0	11.0	4.0	0.0	42.0	0.0	0.0	0.0	0.0	30.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532814	2338.0	9198.0	1467.0	567.0	6200.0	965.0	896.0	0.0	2056.0	1100.0	4137.0	145.0	1182.0	0.0	224.0	67.0	0.0	0.0	219.0	273.0	4.0	266.0	115.0	4.0	0.0	0.0	0.0	61.0	7.0	40.0	68.0	66.0	0.0	44.0	10.0	0.0	0.0	30.0	0.0	0.0	0.0	8.0	17.0	0.0	10.0	4.0	4.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532815	2128.0	6859.0	1998.0	871.0	4480.0	423.0	726.0	0.0	1666.0	994.0	1729.0	124.0	757.0	8.0	113.0	84.0	0.0	0.0	222.0	169.0	0.0	1939.0	80.0	0.0	2.0	0.0	0.0	22.0	35.0	24.0	33.0	65.0	0.0	27.0	10.0	0.0	0.0	27.0	7.0	0.0	0.0	0.0	8.0	0.0	8.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532820	2039.0	7562.0	2981.0	821.0	3944.0	4640.0	858.0	0.0	3124.0	3704.0	2724.0	60.0	848.0	4.0	250.0	66.0	0.0	517.0	103.0	44.0	0.0	75.0	200.0	0.0	0.0	0.0	0.0	111.0	31.0	43.0	52.0	35.0	0.0	37.0	6.0	0.0	55.0	0.0	7.0	0.0	0.0	0.0	13.0	0.0	0.0	11.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532821	1790.0	5569.0	1837.0	891.0	2539.0	1562.0	860.0	0.0	2453.0	748.0	1597.0	49.0	448.0	0.0	130.0	64.0	0.0	2.0	100.0	60.0	0.0	113.0	115.0	0.0	0.0	0.0	0.0	61.0	15.0	16.0	34.0	24.0	0.0	18.0	1.0	0.0	23.0	9.0	7.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532824	5431.0	14914.0	1477.0	744.0	5607.0	5202.0	7689.0	0.0	3001.0	808.0	8405.0	15.0	2294.0	0.0	661.0	14.0	0.0	0.0	41.0	44.0	0.0	143.0	64.0	0.0	0.0	0.0	0.0	64.0	25.0	81.0	82.0	8.0	0.0	64.0	3.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532825	4907.0	13249.0	1249.0	248.0	3924.0	1922.0	6520.0	0.0	1957.0	532.0	4963.0	58.0	1455.0	3.0	249.0	22.0	0.0	17.0	1.0	28.0	0.0	71.0	15.0	0.0	0.0	0.0	0.0	7.0	4.0	7.0	36.0	2.0	0.0	12.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532826	6694.0	13375.0	992.0	173.0	3953.0	2970.0	5347.0	0.0	1928.0	260.0	5711.0	20.0	1233.0	0.0	253.0	5.0	0.0	9.0	57.0	20.0	0.0	54.0	32.0	0.0	0.0	0.0	0.0	3.0	0.0	33.0	70.0	8.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532827	4799.0	11956.0	2405.0	228.0	3599.0	970.0	4234.0	0.0	2675.0	888.0	4777.0	43.0	1580.0	0.0	227.0	135.0	0.0	0.0	437.0	30.0	0.0	74.0	15.0	2.0	0.0	0.0	0.0	15.0	0.0	37.0	2.0	35.0	0.0	10.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532828	1052.0	7557.0	272.0	664.0	4526.0	1179.0	10623.0	0.0	3195.0	567.0	8492.0	19.0	1145.0	2.0	797.0	34.0	0.0	0.0	11.0	38.0	0.0	80.0	74.0	0.0	0.0	0.0	4.0	90.0	27.0	9.0	9.0	169.0	0.0	57.0	0.0	0.0	31.0	9.0	0.0	0.0	0.0	1.0	12.0	0.0	0.0	8.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532829	1426.0	9430.0	471.0	759.0	6904.0	2275.0	12555.0	0.0	3244.0	1355.0	9499.0	81.0	2202.0	3.0	1044.0	31.0	0.0	0.0	59.0	30.0	0.0	209.0	7.0	0.0	0.0	0.0	24.0	35.0	14.0	9.0	39.0	29.0	1.0	72.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	2.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532830	780.0	11219.0	554.0	789.0	7668.0	1129.0	14419.0	0.0	4498.0	1754.0	11041.0	113.0	2635.0	14.0	1307.0	34.0	0.0	5.0	33.0	125.0	0.0	86.0	67.0	0.0	0.0	0.0	27.0	106.0	59.0	11.0	58.0	121.0	0.0	71.0	0.0	0.0	32.0	23.0	0.0	0.0	0.0	7.0	8.0	0.0	2.0	3.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532831	1106.0	8239.0	381.0	518.0	6553.0	439.0	4326.0	0.0	4301.0	1370.0	6634.0	148.0	1413.0	48.0	917.0	27.0	0.0	0.0	56.0	27.0	0.0	55.0	1356.0	0.0	0.0	0.0	26.0	18.0	32.0	2.0	9.0	94.0	0.0	27.0	3.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743445	1602.0	10911.0	1700.0	0.0	4269.0	3011.0	9220.0	12.0	614.0	284.0	90.0	24.0	142.0	30.0	31.0	63.0	0.0	0.0	8.0	96.0	0.0	3.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743447	1386.0	6438.0	748.0	7.0	1835.0	2326.0	9465.0	11.0	428.0	207.0	84.0	0.0	0.0	9.0	10.0	0.0	0.0	0.0	0.0	84.0	0.0	6.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743456	2548.0	12763.0	1544.0	0.0	4182.0	4187.0	18834.0	2.0	1160.0	443.0	68.0	13.0	8.0	39.0	4.0	25.0	11.0	0.0	10.0	191.0	0.0	0.0	23.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743463	556.0	5907.0	2019.0	0.0	671.0	1048.0	4962.0	0.0	171.0	76.0	16.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	3.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743468	1038.0	11267.0	809.0	0.0	4784.0	4303.0	32047.0	14.0	795.0	214.0	80.0	7.0	4.0	19.0	29.0	37.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743469	908.0	4727.0	380.0	5.0	1297.0	1159.0	6220.0	3.0	373.0	187.0	16.0	0.0	0.0	4.0	0.0	24.0	0.0	0.0	0.0	20.0	0.0	0.0	6.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743482	1877.0	8600.0	1148.0	0.0	2278.0	2722.0	12708.0	3.0	801.0	284.0	54.0	114.0	13.0	23.0	0.0	9.0	0.0	0.0	0.0	123.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743484	1935.0	7857.0	748.0	0.0	2484.0	2109.0	9468.0	4.0	559.0	227.0	57.0	87.0	43.0	24.0	0.0	27.0	0.0	0.0	3.0	101.0	7.0	7.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743486	1154.0	8365.0	1158.0	0.0	3702.0	2384.0	8392.0	0.0	543.0	212.0	54.0	81.0	19.0	14.0	9.0	49.0	0.0	0.0	9.0	40.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743490	1276.0	5077.0	567.0	0.0	1376.0	1610.0	6289.0	5.0	424.0	197.0	42.0	4.0	5.0	15.0	0.0	4.0	0.0	0.0	0.0	73.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743492	1013.0	4163.0	272.0	7.0	1269.0	1429.0	5529.0	0.0	246.0	99.0	7.0	2.0	22.0	9.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743499	1970.0	11085.0	1003.0	9.0	2887.0	2488.0	13167.0	7.0	1011.0	498.0	40.0	23.0	94.0	12.0	16.0	39.0	0.0	0.0	15.0	87.0	4.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743502	1899.0	11096.0	1714.0	0.0	5011.0	2408.0	11155.0	18.0	936.0	305.0	104.0	0.0	81.0	22.0	26.0	72.0	0.0	0.0	4.0	66.0	6.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743503	1258.0	10629.0	1443.0	0.0	3941.0	3196.0	14409.0	15.0	437.0	130.0	63.0	13.0	0.0	17.0	28.0	45.0	0.0	0.0	0.0	52.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743507	2393.0	11356.0	1070.0	0.0	3545.0	3091.0	14320.0	6.0	941.0	318.0	57.0	23.0	54.0	12.0	3.0	0.0	0.0	0.0	0.0	161.0	0.0	0.0	11.0	11.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743509	1231.0	13261.0	1924.0	2.0	5428.0	3608.0	19416.0	15.0	555.0	248.0	115.0	3.0	5.0	22.0	22.0	69.0	0.0	0.0	0.0	80.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743513	1683.0	6436.0	632.0	6.0	1839.0	1967.0	9862.0	3.0	559.0	172.0	50.0	47.0	6.0	12.0	0.0	0.0	0.0	0.0	8.0	89.0	0.0	0.0	12.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743515	1397.0	6045.0	793.0	5.0	1631.0	1665.0	7270.0	7.0	583.0	187.0	64.0	4.0	9.0	14.0	10.0	0.0	0.0	0.0	4.0	55.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743522	0.0	18887.0	319.0	0.0	0.0	238.0	108.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743532	1702.0	8144.0	1037.0	9.0	2413.0	2115.0	8509.0	3.0	565.0	232.0	54.0	93.0	12.0	15.0	0.0	0.0	0.0	0.0	0.0	148.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743533	1309.0	9416.0	931.0	4.0	3441.0	2982.0	10808.0	12.0	615.0	206.0	68.0	80.0	46.0	6.0	19.0	49.0	0.0	0.0	0.0	55.0	5.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743534	2561.0	10106.0	1090.0	12.0	2671.0	2696.0	10298.0	10.0	801.0	445.0	52.0	45.0	34.0	14.0	6.0	12.0	0.0	0.0	25.0	138.0	0.0	0.0	19.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743537	1950.0	9370.0	954.0	0.0	3446.0	2811.0	10797.0	0.0	921.0	336.0	60.0	93.0	50.0	25.0	0.0	39.0	0.0	0.0	42.0	128.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743539	755.0	5381.0	373.0	0.0	2474.0	1715.0	6051.0	3.0	319.0	111.0	25.0	16.0	16.0	12.0	18.0	13.0	0.0	0.0	0.0	25.0	0.0	0.0	12.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743540	1868.0	9670.0	1114.0	0.0	2878.0	2680.0	11079.0	16.0	808.0	346.0	51.0	121.0	67.0	15.0	0.0	54.0	0.0	0.0	6.0	156.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743545	654.0	5764.0	777.0	0.0	2788.0	1763.0	8390.0	9.0	262.0	153.0	50.0	0.0	0.0	13.0	0.0	8.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743609	706.0	5669.0	649.0	0.0	2520.0	1662.0	12010.0	0.0	270.0	48.0	37.0	46.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743610	1657.0	10477.0	1746.0	0.0	4980.0	3251.0	14001.0	23.0	474.0	276.0	104.0	25.0	10.0	25.0	0.0	64.0	0.0	0.0	0.0	112.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743625	753.0	3995.0	491.0	0.0	1712.0	1224.0	4484.0	4.0	237.0	125.0	51.0	23.0	6.0	16.0	0.0	28.0	0.0	0.0	0.0	26.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743644	1494.0	11448.0	894.0	0.0	4173.0	2819.0	17486.0	9.0	684.0	196.0	59.0	0.0	41.0	8.0	22.0	18.0	0.0	0.0	0.0	32.0	0.0	3.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743654	1858.0	16239.0	1595.0	0.0	6868.0	4629.0	17477.0	6.0	1177.0	495.0	134.0	150.0	129.0	59.0	52.0	80.0	0.0	0.0	0.0	101.0	19.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
